TOP.591013fd.00083535	START
TOP.5910266b.0006e6e9	user_options->status	0
TOP.5910266b.0006e6e9	user_options->status_timer	10
TOP.5910266b.0006e6e9	user_options->stdout_flag	0
TOP.5910266b.0006e6e9	user_options->speed_only	0
TOP.5910266b.0006e6e9	user_options->progress_only	0
TOP.5910266b.0006e6e9	user_options->usage	0
TOP.5910266b.0006e6e9	user_options->username	0
TOP.5910266b.0006e6e9	user_options->veracrypt_pim	0
TOP.5910266b.0006e6e9	user_options->version	0
TOP.5910266b.0006e6e9	user_options->weak_hash_threshold	0
TOP.5910266b.0006e6e9	user_options->workload_profile	2
TOP.5910266b.0006e6e9	proc_start	1494230635
TOP.5910266b.0006e6e9	proc_stop	1494230635
TOP.5910266b.0006e6e9	STOP
TOP.591026ac.000c7f8b	START
TOP.591026ac.000c7f8b	user_options->separator	:
TOP.591026ac.000c7f8b	user_options->custom_charset_1	?l?d?u
TOP.591026ac.000c7f8b	user_options->custom_charset_2	?l?d
TOP.591026ac.000c7f8b	user_options->custom_charset_3	?l?d*!$@_
TOP.591026ac.000c7f8b	user_options->rule_buf_l	:
TOP.591026ac.000c7f8b	user_options->rule_buf_r	:
TOP.591026ac.000c7f8b	user_options->session	hashcat
TOP.591026ac.000c7f8b	user_options->limit	0
TOP.591026ac.000c7f8b	user_options->skip	0
TOP.591026ac.000c7f8b	user_options->attack_mode	3
TOP.591026ac.000c7f8b	user_options->benchmark	0
TOP.591026ac.000c7f8b	user_options->bitmap_max	24
TOP.591026ac.000c7f8b	user_options->bitmap_min	16
TOP.591026ac.000c7f8b	user_options->debug_mode	0
TOP.591026ac.000c7f8b	user_options->force	0
TOP.591026ac.000c7f8b	user_options->gpu_temp_abort	90
TOP.591026ac.000c7f8b	user_options->gpu_temp_disable	0
TOP.591026ac.000c7f8b	user_options->gpu_temp_retain	0
TOP.591026ac.000c7f8b	user_options->hash_mode	0
TOP.591026ac.000c7f8b	user_options->hex_charset	0
TOP.591026ac.000c7f8b	user_options->hex_salt	0
TOP.591026ac.000c7f8b	user_options->hex_wordlist	0
TOP.591026ac.000c7f8b	user_options->increment	1
TOP.591026ac.000c7f8b	user_options->increment_max	54
TOP.591026ac.000c7f8b	user_options->increment_min	1
TOP.591026ac.000c7f8b	user_options->keep_guessing	0
TOP.591026ac.000c7f8b	user_options->kernel_accel	0
TOP.591026ac.000c7f8b	user_options->kernel_loops	0
TOP.591026ac.000c7f8b	user_options->keyspace	0
TOP.591026ac.000c7f8b	user_options->left	0
TOP.591026ac.000c7f8b	user_options->logfile_disable	0
TOP.591026ac.000c7f8b	user_options->loopback	0
TOP.591026ac.000c7f8b	user_options->machine_readable	0
TOP.591026ac.000c7f8b	user_options->markov_classic	0
TOP.591026ac.000c7f8b	user_options->markov_disable	0
TOP.591026ac.000c7f8b	user_options->markov_threshold	256
TOP.591026ac.000c7f8b	user_options->nvidia_spin_damp	100
TOP.591026ac.000c7f8b	user_options->opencl_info	0
TOP.591026ac.000c7f8b	user_options->opencl_vector_width	0
TOP.591026ac.000c7f8b	user_options->outfile_autohex	1
TOP.591026ac.000c7f8b	user_options->outfile_check_timer	5
TOP.591026ac.000c7f8b	user_options->outfile_format	3
TOP.591026ac.000c7f8b	user_options->potfile_disable	0
TOP.591026ac.000c7f8b	user_options->powertune_enable	0
TOP.591026ac.000c7f8b	user_options->quiet	0
TOP.591026ac.000c7f8b	user_options->remove	0
TOP.591026ac.000c7f8b	user_options->remove_timer	60
TOP.591026ac.000c7f8b	user_options->restore	0
TOP.591026ac.000c7f8b	user_options->restore_disable	0
TOP.591026ac.000c7f8b	user_options->restore_timer	60
TOP.591026ac.000c7f8b	user_options->rp_files_cnt	0
TOP.591026ac.000c7f8b	user_options->rp_gen	0
TOP.591026ac.000c7f8b	user_options->rp_gen_func_max	4
TOP.591026ac.000c7f8b	user_options->rp_gen_func_min	1
TOP.591026ac.000c7f8b	user_options->rp_gen_seed	0
TOP.591026ac.000c7f8b	user_options->runtime	0
TOP.591026ac.000c7f8b	user_options->scrypt_tmto	0
TOP.591026ac.000c7f8b	user_options->segment_size	33554432
TOP.591026ac.000c7f8b	user_options->show	0
TOP.591026ac.000c7f8b	user_options->status	0
TOP.591026ac.000c7f8b	user_options->status_timer	10
TOP.591026ac.000c7f8b	user_options->stdout_flag	0
TOP.591026ac.000c7f8b	user_options->speed_only	0
TOP.591026ac.000c7f8b	user_options->progress_only	0
TOP.591026ac.000c7f8b	user_options->usage	0
TOP.591026ac.000c7f8b	user_options->username	0
TOP.591026ac.000c7f8b	user_options->veracrypt_pim	0
TOP.591026ac.000c7f8b	user_options->version	0
TOP.591026ac.000c7f8b	user_options->weak_hash_threshold	0
TOP.591026ac.000c7f8b	user_options->workload_profile	2
TOP.591026ac.000c7f8b	proc_start	1494230700
TOP.591026ac.000c7f8b	proc_stop	1494230700
TOP.591026ac.000c7f8b	STOP
TOP.59102708.0002d1ba	START
TOP.59102708.0002d1ba	user_options->separator	:
TOP.59102708.0002d1ba	user_options->custom_charset_1	?l?d?u
TOP.59102708.0002d1ba	user_options->custom_charset_2	?l?d
TOP.59102708.0002d1ba	user_options->custom_charset_3	?l?d*!$@_
TOP.59102708.0002d1ba	user_options->rule_buf_l	:
TOP.59102708.0002d1ba	user_options->rule_buf_r	:
TOP.59102708.0002d1ba	user_options->session	hashcat
TOP.59102708.0002d1ba	user_options->limit	0
TOP.59102708.0002d1ba	user_options->skip	0
TOP.59102708.0002d1ba	user_options->attack_mode	3
TOP.59102708.0002d1ba	user_options->benchmark	0
TOP.59102708.0002d1ba	user_options->bitmap_max	24
TOP.59102708.0002d1ba	user_options->bitmap_min	16
TOP.59102708.0002d1ba	user_options->debug_mode	0
TOP.59102708.0002d1ba	user_options->force	0
TOP.59102708.0002d1ba	user_options->gpu_temp_abort	90
TOP.59102708.0002d1ba	user_options->gpu_temp_disable	0
TOP.59102708.0002d1ba	user_options->gpu_temp_retain	0
TOP.59102708.0002d1ba	user_options->hash_mode	0
TOP.59102708.0002d1ba	user_options->hex_charset	0
TOP.59102708.0002d1ba	user_options->hex_salt	0
TOP.59102708.0002d1ba	user_options->hex_wordlist	0
TOP.59102708.0002d1ba	user_options->increment	1
TOP.59102708.0002d1ba	user_options->increment_max	54
TOP.59102708.0002d1ba	user_options->increment_min	1
TOP.59102708.0002d1ba	user_options->keep_guessing	0
TOP.59102708.0002d1ba	user_options->kernel_accel	0
TOP.59102708.0002d1ba	user_options->kernel_loops	0
TOP.59102708.0002d1ba	user_options->keyspace	0
TOP.59102708.0002d1ba	user_options->left	0
TOP.59102708.0002d1ba	user_options->logfile_disable	0
TOP.59102708.0002d1ba	user_options->loopback	0
TOP.59102708.0002d1ba	user_options->machine_readable	0
TOP.59102708.0002d1ba	user_options->markov_classic	0
TOP.59102708.0002d1ba	user_options->markov_disable	0
TOP.59102708.0002d1ba	user_options->markov_threshold	256
TOP.59102708.0002d1ba	user_options->nvidia_spin_damp	100
TOP.59102708.0002d1ba	user_options->opencl_info	0
TOP.59102708.0002d1ba	user_options->opencl_vector_width	0
TOP.59102708.0002d1ba	user_options->outfile_autohex	1
TOP.59102708.0002d1ba	user_options->outfile_check_timer	5
TOP.59102708.0002d1ba	user_options->outfile_format	3
TOP.59102708.0002d1ba	user_options->potfile_disable	0
TOP.59102708.0002d1ba	user_options->powertune_enable	0
TOP.59102708.0002d1ba	user_options->quiet	0
TOP.59102708.0002d1ba	user_options->remove	0
TOP.59102708.0002d1ba	user_options->remove_timer	60
TOP.59102708.0002d1ba	user_options->restore	0
TOP.59102708.0002d1ba	user_options->restore_disable	0
TOP.59102708.0002d1ba	user_options->restore_timer	60
TOP.59102708.0002d1ba	user_options->rp_files_cnt	0
TOP.59102708.0002d1ba	user_options->rp_gen	0
TOP.59102708.0002d1ba	user_options->rp_gen_func_max	4
TOP.59102708.0002d1ba	user_options->rp_gen_func_min	1
TOP.59102708.0002d1ba	user_options->rp_gen_seed	0
TOP.59102708.0002d1ba	user_options->runtime	0
TOP.59102708.0002d1ba	user_options->scrypt_tmto	0
TOP.59102708.0002d1ba	user_options->segment_size	33554432
TOP.59102708.0002d1ba	user_options->show	0
TOP.59102708.0002d1ba	user_options->status	0
TOP.59102708.0002d1ba	user_options->status_timer	10
TOP.59102708.0002d1ba	user_options->stdout_flag	0
TOP.59102708.0002d1ba	user_options->speed_only	0
TOP.59102708.0002d1ba	user_options->progress_only	0
TOP.59102708.0002d1ba	user_options->usage	0
TOP.59102708.0002d1ba	user_options->username	0
TOP.59102708.0002d1ba	user_options->veracrypt_pim	0
TOP.59102708.0002d1ba	user_options->version	0
TOP.59102708.0002d1ba	user_options->weak_hash_threshold	0
TOP.59102708.0002d1ba	user_options->workload_profile	2
TOP.59102708.0002d1ba	proc_start	1494230792
TOP.59102708.0002d1ba	proc_stop	1494230792
TOP.59102708.0002d1ba	STOP
TOP.59102717.000304bb	START
TOP.59102717.000304bb	user_options->separator	:
TOP.59102717.000304bb	user_options->custom_charset_1	?l?d?u
TOP.59102717.000304bb	user_options->custom_charset_2	?l?d
TOP.59102717.000304bb	user_options->custom_charset_3	?l?d*!$@_
TOP.59102717.000304bb	user_options->rule_buf_l	:
TOP.59102717.000304bb	user_options->rule_buf_r	:
TOP.59102717.000304bb	user_options->session	hashcat
TOP.59102717.000304bb	user_options->limit	0
TOP.59102717.000304bb	user_options->skip	0
TOP.59102717.000304bb	user_options->attack_mode	3
TOP.59102717.000304bb	user_options->benchmark	0
TOP.59102717.000304bb	user_options->bitmap_max	24
TOP.59102717.000304bb	user_options->bitmap_min	16
TOP.59102717.000304bb	user_options->debug_mode	0
TOP.59102717.000304bb	user_options->force	0
TOP.59102717.000304bb	user_options->gpu_temp_abort	90
TOP.59102717.000304bb	user_options->gpu_temp_disable	0
TOP.59102717.000304bb	user_options->gpu_temp_retain	0
TOP.59102717.000304bb	user_options->hash_mode	0
TOP.59102717.000304bb	user_options->hex_charset	0
TOP.59102717.000304bb	user_options->hex_salt	0
TOP.59102717.000304bb	user_options->hex_wordlist	0
TOP.59102717.000304bb	user_options->increment	1
TOP.59102717.000304bb	user_options->increment_max	54
TOP.59102717.000304bb	user_options->increment_min	1
TOP.59102717.000304bb	user_options->keep_guessing	0
TOP.59102717.000304bb	user_options->kernel_accel	0
TOP.59102717.000304bb	user_options->kernel_loops	0
TOP.59102717.000304bb	user_options->keyspace	0
TOP.59102717.000304bb	user_options->left	0
TOP.59102717.000304bb	user_options->logfile_disable	0
TOP.59102717.000304bb	user_options->loopback	0
TOP.59102717.000304bb	user_options->machine_readable	0
TOP.59102717.000304bb	user_options->markov_classic	0
TOP.59102717.000304bb	user_options->markov_disable	0
TOP.59102717.000304bb	user_options->markov_threshold	256
TOP.59102717.000304bb	user_options->nvidia_spin_damp	100
TOP.59102717.000304bb	user_options->opencl_info	0
TOP.59102717.000304bb	user_options->opencl_vector_width	0
TOP.59102717.000304bb	user_options->outfile_autohex	1
TOP.59102717.000304bb	user_options->outfile_check_timer	5
TOP.59102717.000304bb	user_options->outfile_format	3
TOP.59102717.000304bb	user_options->potfile_disable	0
TOP.59102717.000304bb	user_options->powertune_enable	0
TOP.59102717.000304bb	user_options->quiet	0
TOP.59102717.000304bb	user_options->remove	0
TOP.59102717.000304bb	user_options->remove_timer	60
TOP.59102717.000304bb	user_options->restore	0
TOP.59102717.000304bb	user_options->restore_disable	0
TOP.59102717.000304bb	user_options->restore_timer	60
TOP.59102717.000304bb	user_options->rp_files_cnt	0
TOP.59102717.000304bb	user_options->rp_gen	0
TOP.59102717.000304bb	user_options->rp_gen_func_max	4
TOP.59102717.000304bb	user_options->rp_gen_func_min	1
TOP.59102717.000304bb	user_options->rp_gen_seed	0
TOP.59102717.000304bb	user_options->runtime	0
TOP.59102717.000304bb	user_options->scrypt_tmto	0
TOP.59102717.000304bb	user_options->segment_size	33554432
TOP.59102717.000304bb	user_options->show	0
TOP.59102717.000304bb	user_options->status	0
TOP.59102717.000304bb	user_options->status_timer	10
TOP.59102717.000304bb	user_options->stdout_flag	0
TOP.59102717.000304bb	user_options->speed_only	0
TOP.59102717.000304bb	user_options->progress_only	0
TOP.59102717.000304bb	user_options->usage	0
TOP.59102717.000304bb	user_options->username	0
TOP.59102717.000304bb	user_options->veracrypt_pim	0
TOP.59102717.000304bb	user_options->version	0
TOP.59102717.000304bb	user_options->weak_hash_threshold	0
TOP.59102717.000304bb	user_options->workload_profile	2
TOP.59102717.000304bb	proc_start	1494230807
TOP.59102717.000304bb	proc_stop	1494230807
TOP.59102717.000304bb	STOP
TOP.591027a9.0004c6be	START
TOP.591027a9.0004c6be	user_options->separator	:
TOP.591027a9.0004c6be	user_options->custom_charset_1	?l?d?u
TOP.591027a9.0004c6be	user_options->custom_charset_2	?l?d
TOP.591027a9.0004c6be	user_options->custom_charset_3	?l?d*!$@_
TOP.591027a9.0004c6be	user_options->rule_buf_l	:
TOP.591027a9.0004c6be	user_options->rule_buf_r	:
TOP.591027a9.0004c6be	user_options->session	hashcat
TOP.591027a9.0004c6be	user_options->limit	0
TOP.591027a9.0004c6be	user_options->skip	0
TOP.591027a9.0004c6be	user_options->attack_mode	3
TOP.591027a9.0004c6be	user_options->benchmark	0
TOP.591027a9.0004c6be	user_options->bitmap_max	24
TOP.591027a9.0004c6be	user_options->bitmap_min	16
TOP.591027a9.0004c6be	user_options->debug_mode	0
TOP.591027a9.0004c6be	user_options->force	0
TOP.591027a9.0004c6be	user_options->gpu_temp_abort	90
TOP.591027a9.0004c6be	user_options->gpu_temp_disable	0
TOP.591027a9.0004c6be	user_options->gpu_temp_retain	0
TOP.591027a9.0004c6be	user_options->hash_mode	0
TOP.591027a9.0004c6be	user_options->hex_charset	0
TOP.591027a9.0004c6be	user_options->hex_salt	0
TOP.591027a9.0004c6be	user_options->hex_wordlist	0
TOP.591027a9.0004c6be	user_options->increment	1
TOP.591027a9.0004c6be	user_options->increment_max	54
TOP.591027a9.0004c6be	user_options->increment_min	1
TOP.591027a9.0004c6be	user_options->keep_guessing	0
TOP.591027a9.0004c6be	user_options->kernel_accel	0
TOP.591027a9.0004c6be	user_options->kernel_loops	0
TOP.591027a9.0004c6be	user_options->keyspace	0
TOP.591027a9.0004c6be	user_options->left	0
TOP.591027a9.0004c6be	user_options->logfile_disable	0
TOP.591027a9.0004c6be	user_options->loopback	0
TOP.591027a9.0004c6be	user_options->machine_readable	0
TOP.591027a9.0004c6be	user_options->markov_classic	0
TOP.591027a9.0004c6be	user_options->markov_disable	0
TOP.591027a9.0004c6be	user_options->markov_threshold	256
TOP.591027a9.0004c6be	user_options->nvidia_spin_damp	100
TOP.591027a9.0004c6be	user_options->opencl_info	0
TOP.591027a9.0004c6be	user_options->opencl_vector_width	0
TOP.591027a9.0004c6be	user_options->outfile_autohex	1
TOP.591027a9.0004c6be	user_options->outfile_check_timer	5
TOP.591027a9.0004c6be	user_options->outfile_format	3
TOP.591027a9.0004c6be	user_options->potfile_disable	0
TOP.591027a9.0004c6be	user_options->powertune_enable	0
TOP.591027a9.0004c6be	user_options->quiet	0
TOP.591027a9.0004c6be	user_options->remove	0
TOP.591027a9.0004c6be	user_options->remove_timer	60
TOP.591027a9.0004c6be	user_options->restore	0
TOP.591027a9.0004c6be	user_options->restore_disable	0
TOP.591027a9.0004c6be	user_options->restore_timer	60
TOP.591027a9.0004c6be	user_options->rp_files_cnt	0
TOP.591027a9.0004c6be	user_options->rp_gen	0
TOP.591027a9.0004c6be	user_options->rp_gen_func_max	4
TOP.591027a9.0004c6be	user_options->rp_gen_func_min	1
TOP.591027a9.0004c6be	user_options->rp_gen_seed	0
TOP.591027a9.0004c6be	user_options->runtime	0
TOP.591027a9.0004c6be	user_options->scrypt_tmto	0
TOP.591027a9.0004c6be	user_options->segment_size	33554432
TOP.591027a9.0004c6be	user_options->show	0
TOP.591027a9.0004c6be	user_options->status	0
TOP.591027a9.0004c6be	user_options->status_timer	10
TOP.591027a9.0004c6be	user_options->stdout_flag	0
TOP.591027a9.0004c6be	user_options->speed_only	0
TOP.591027a9.0004c6be	user_options->progress_only	0
TOP.591027a9.0004c6be	user_options->usage	0
TOP.591027a9.0004c6be	user_options->username	0
TOP.591027a9.0004c6be	user_options->veracrypt_pim	0
TOP.591027a9.0004c6be	user_options->version	0
TOP.591027a9.0004c6be	user_options->weak_hash_threshold	0
TOP.591027a9.0004c6be	user_options->workload_profile	2
TOP.591027a9.0004c6be	proc_start	1494230953
TOP.591027a9.0004c6be	proc_stop	1494230953
TOP.591027a9.0004c6be	STOP
TOP.591027e4.0001cd2b	START
TOP.591027e4.0001cd2b	user_options->separator	:
TOP.591027e4.0001cd2b	user_options->custom_charset_1	?l?d?u
TOP.591027e4.0001cd2b	user_options->custom_charset_2	?l?d
TOP.591027e4.0001cd2b	user_options->custom_charset_3	?l?d*!$@_
TOP.591027e4.0001cd2b	user_options->rule_buf_l	:
TOP.591027e4.0001cd2b	user_options->rule_buf_r	:
TOP.591027e4.0001cd2b	user_options->session	hashcat
TOP.591027e4.0001cd2b	user_options->limit	0
TOP.591027e4.0001cd2b	user_options->skip	0
TOP.591027e4.0001cd2b	user_options->attack_mode	3
TOP.591027e4.0001cd2b	user_options->benchmark	0
TOP.591027e4.0001cd2b	user_options->bitmap_max	24
TOP.591027e4.0001cd2b	user_options->bitmap_min	16
TOP.591027e4.0001cd2b	user_options->debug_mode	0
TOP.591027e4.0001cd2b	user_options->force	0
TOP.591027e4.0001cd2b	user_options->gpu_temp_abort	90
TOP.591027e4.0001cd2b	user_options->gpu_temp_disable	0
TOP.591027e4.0001cd2b	user_options->gpu_temp_retain	0
TOP.591027e4.0001cd2b	user_options->hash_mode	0
TOP.591027e4.0001cd2b	user_options->hex_charset	0
TOP.591027e4.0001cd2b	user_options->hex_salt	0
TOP.591027e4.0001cd2b	user_options->hex_wordlist	0
TOP.591027e4.0001cd2b	user_options->increment	1
TOP.591027e4.0001cd2b	user_options->increment_max	54
TOP.591027e4.0001cd2b	user_options->increment_min	1
TOP.591027e4.0001cd2b	user_options->keep_guessing	0
TOP.591027e4.0001cd2b	user_options->kernel_accel	0
TOP.591027e4.0001cd2b	user_options->kernel_loops	0
TOP.591027e4.0001cd2b	user_options->keyspace	0
TOP.591027e4.0001cd2b	user_options->left	0
TOP.591027e4.0001cd2b	user_options->logfile_disable	0
TOP.591027e4.0001cd2b	user_options->loopback	0
TOP.591027e4.0001cd2b	user_options->machine_readable	0
TOP.591027e4.0001cd2b	user_options->markov_classic	0
TOP.591027e4.0001cd2b	user_options->markov_disable	0
TOP.591027e4.0001cd2b	user_options->markov_threshold	256
TOP.591027e4.0001cd2b	user_options->nvidia_spin_damp	100
TOP.591027e4.0001cd2b	user_options->opencl_info	0
TOP.591027e4.0001cd2b	user_options->opencl_vector_width	0
TOP.591027e4.0001cd2b	user_options->outfile_autohex	1
TOP.591027e4.0001cd2b	user_options->outfile_check_timer	5
TOP.591027e4.0001cd2b	user_options->outfile_format	3
TOP.591027e4.0001cd2b	user_options->potfile_disable	0
TOP.591027e4.0001cd2b	user_options->powertune_enable	0
TOP.591027e4.0001cd2b	user_options->quiet	0
TOP.591027e4.0001cd2b	user_options->remove	0
TOP.591027e4.0001cd2b	user_options->remove_timer	60
TOP.591027e4.0001cd2b	user_options->restore	0
TOP.591027e4.0001cd2b	user_options->restore_disable	0
TOP.591027e4.0001cd2b	user_options->restore_timer	60
TOP.591027e4.0001cd2b	user_options->rp_files_cnt	0
TOP.591027e4.0001cd2b	user_options->rp_gen	0
TOP.591027e4.0001cd2b	user_options->rp_gen_func_max	4
TOP.591027e4.0001cd2b	user_options->rp_gen_func_min	1
TOP.591027e4.0001cd2b	user_options->rp_gen_seed	0
TOP.591027e4.0001cd2b	user_options->runtime	0
TOP.591027e4.0001cd2b	user_options->scrypt_tmto	0
TOP.591027e4.0001cd2b	user_options->segment_size	33554432
TOP.591027e4.0001cd2b	user_options->show	0
TOP.591027e4.0001cd2b	user_options->status	0
TOP.591027e4.0001cd2b	user_options->status_timer	10
TOP.591027e4.0001cd2b	user_options->stdout_flag	0
TOP.591027e4.0001cd2b	user_options->speed_only	0
TOP.591027e4.0001cd2b	user_options->progress_only	0
TOP.591027e4.0001cd2b	user_options->usage	0
TOP.591027e4.0001cd2b	user_options->username	0
TOP.591027e4.0001cd2b	user_options->veracrypt_pim	0
TOP.591027e4.0001cd2b	user_options->version	0
TOP.591027e4.0001cd2b	user_options->weak_hash_threshold	0
TOP.591027e4.0001cd2b	user_options->workload_profile	2
TOP.591027e4.0001cd2b	proc_start	1494231012
TOP.591027e4.0001cd2b	proc_stop	1494231012
TOP.591027e4.0001cd2b	STOP
TOP.591027fe.0006d866	START
TOP.591027fe.0006d866	user_options->separator	:
TOP.591027fe.0006d866	user_options->custom_charset_1	?l?d?u
TOP.591027fe.0006d866	user_options->custom_charset_2	?l?d
TOP.591027fe.0006d866	user_options->custom_charset_3	?l?d*!$@_
TOP.591027fe.0006d866	user_options->rule_buf_l	:
TOP.591027fe.0006d866	user_options->rule_buf_r	:
TOP.591027fe.0006d866	user_options->session	hashcat
TOP.591027fe.0006d866	user_options->limit	0
TOP.591027fe.0006d866	user_options->skip	0
TOP.591027fe.0006d866	user_options->attack_mode	3
TOP.591027fe.0006d866	user_options->benchmark	0
TOP.591027fe.0006d866	user_options->bitmap_max	24
TOP.591027fe.0006d866	user_options->bitmap_min	16
TOP.591027fe.0006d866	user_options->debug_mode	0
TOP.591027fe.0006d866	user_options->force	0
TOP.591027fe.0006d866	user_options->gpu_temp_abort	90
TOP.591027fe.0006d866	user_options->gpu_temp_disable	0
TOP.591027fe.0006d866	user_options->gpu_temp_retain	0
TOP.591027fe.0006d866	user_options->hash_mode	0
TOP.591027fe.0006d866	user_options->hex_charset	0
TOP.591027fe.0006d866	user_options->hex_salt	0
TOP.591027fe.0006d866	user_options->hex_wordlist	0
TOP.591027fe.0006d866	user_options->increment	1
TOP.591027fe.0006d866	user_options->increment_max	54
TOP.591027fe.0006d866	user_options->increment_min	1
TOP.591027fe.0006d866	user_options->keep_guessing	0
TOP.591027fe.0006d866	user_options->kernel_accel	0
TOP.591027fe.0006d866	user_options->kernel_loops	0
TOP.591027fe.0006d866	user_options->keyspace	0
TOP.591027fe.0006d866	user_options->left	0
TOP.591027fe.0006d866	user_options->logfile_disable	0
TOP.591027fe.0006d866	user_options->loopback	0
TOP.591027fe.0006d866	user_options->machine_readable	0
TOP.591027fe.0006d866	user_options->markov_classic	0
TOP.591027fe.0006d866	user_options->markov_disable	0
TOP.591027fe.0006d866	user_options->markov_threshold	256
TOP.591027fe.0006d866	user_options->nvidia_spin_damp	100
TOP.591027fe.0006d866	user_options->opencl_info	0
TOP.591027fe.0006d866	user_options->opencl_vector_width	0
TOP.591027fe.0006d866	user_options->outfile_autohex	1
TOP.591027fe.0006d866	user_options->outfile_check_timer	5
TOP.591027fe.0006d866	user_options->outfile_format	3
TOP.591027fe.0006d866	user_options->potfile_disable	0
TOP.591027fe.0006d866	user_options->powertune_enable	0
TOP.591027fe.0006d866	user_options->quiet	0
TOP.591027fe.0006d866	user_options->remove	0
TOP.591027fe.0006d866	user_options->remove_timer	60
TOP.591027fe.0006d866	user_options->restore	0
TOP.591027fe.0006d866	user_options->restore_disable	0
TOP.591027fe.0006d866	user_options->restore_timer	60
TOP.591027fe.0006d866	user_options->rp_files_cnt	0
TOP.591027fe.0006d866	user_options->rp_gen	0
TOP.591027fe.0006d866	user_options->rp_gen_func_max	4
TOP.591027fe.0006d866	user_options->rp_gen_func_min	1
TOP.591027fe.0006d866	user_options->rp_gen_seed	0
TOP.591027fe.0006d866	user_options->runtime	0
TOP.591027fe.0006d866	user_options->scrypt_tmto	0
TOP.591027fe.0006d866	user_options->segment_size	33554432
TOP.591027fe.0006d866	user_options->show	0
TOP.591027fe.0006d866	user_options->status	0
TOP.591027fe.0006d866	user_options->status_timer	10
TOP.591027fe.0006d866	user_options->stdout_flag	0
TOP.591027fe.0006d866	user_options->speed_only	0
TOP.591027fe.0006d866	user_options->progress_only	0
TOP.591027fe.0006d866	user_options->usage	0
TOP.591027fe.0006d866	user_options->username	0
TOP.591027fe.0006d866	user_options->veracrypt_pim	0
TOP.591027fe.0006d866	user_options->version	0
TOP.591027fe.0006d866	user_options->weak_hash_threshold	0
TOP.591027fe.0006d866	user_options->workload_profile	2
TOP.591027fe.0006d866	proc_start	1494231038
TOP.591027fe.0006d866	proc_stop	1494231038
TOP.591027fe.0006d866	STOP
TOP.59102830.00062991	START
TOP.59102830.00062991	user_options->separator	:
TOP.59102830.00062991	user_options->custom_charset_1	?l?d?u
TOP.59102830.00062991	user_options->custom_charset_2	?l?d
TOP.59102830.00062991	user_options->custom_charset_3	?l?d*!$@_
TOP.59102830.00062991	user_options->rule_buf_l	:
TOP.59102830.00062991	user_options->rule_buf_r	:
TOP.59102830.00062991	user_options->session	hashcat
TOP.59102830.00062991	user_options->limit	0
TOP.59102830.00062991	user_options->skip	0
TOP.59102830.00062991	user_options->attack_mode	3
TOP.59102830.00062991	user_options->benchmark	0
TOP.59102830.00062991	user_options->bitmap_max	24
TOP.59102830.00062991	user_options->bitmap_min	16
TOP.59102830.00062991	user_options->debug_mode	0
TOP.59102830.00062991	user_options->force	0
TOP.59102830.00062991	user_options->gpu_temp_abort	90
TOP.59102830.00062991	user_options->gpu_temp_disable	0
TOP.59102830.00062991	user_options->gpu_temp_retain	0
TOP.59102830.00062991	user_options->hash_mode	0
TOP.59102830.00062991	user_options->hex_charset	0
TOP.59102830.00062991	user_options->hex_salt	0
TOP.59102830.00062991	user_options->hex_wordlist	0
TOP.59102830.00062991	user_options->increment	1
TOP.59102830.00062991	user_options->increment_max	54
TOP.59102830.00062991	user_options->increment_min	1
TOP.59102830.00062991	user_options->keep_guessing	0
TOP.59102830.00062991	user_options->kernel_accel	0
TOP.59102830.00062991	user_options->kernel_loops	0
TOP.59102830.00062991	user_options->keyspace	0
TOP.59102830.00062991	user_options->left	0
TOP.59102830.00062991	user_options->logfile_disable	0
TOP.59102830.00062991	user_options->loopback	0
TOP.59102830.00062991	user_options->machine_readable	0
TOP.59102830.00062991	user_options->markov_classic	0
TOP.59102830.00062991	user_options->markov_disable	0
TOP.59102830.00062991	user_options->markov_threshold	256
TOP.59102830.00062991	user_options->nvidia_spin_damp	100
TOP.59102830.00062991	user_options->opencl_info	0
TOP.59102830.00062991	user_options->opencl_vector_width	0
TOP.59102830.00062991	user_options->outfile_autohex	1
TOP.59102830.00062991	user_options->outfile_check_timer	5
TOP.59102830.00062991	user_options->outfile_format	3
TOP.59102830.00062991	user_options->potfile_disable	0
TOP.59102830.00062991	user_options->powertune_enable	0
TOP.59102830.00062991	user_options->quiet	0
TOP.59102830.00062991	user_options->remove	0
TOP.59102830.00062991	user_options->remove_timer	60
TOP.59102830.00062991	user_options->restore	0
TOP.59102830.00062991	user_options->restore_disable	0
TOP.59102830.00062991	user_options->restore_timer	60
TOP.59102830.00062991	user_options->rp_files_cnt	0
TOP.59102830.00062991	user_options->rp_gen	0
TOP.59102830.00062991	user_options->rp_gen_func_max	4
TOP.59102830.00062991	user_options->rp_gen_func_min	1
TOP.59102830.00062991	user_options->rp_gen_seed	0
TOP.59102830.00062991	user_options->runtime	0
TOP.59102830.00062991	user_options->scrypt_tmto	0
TOP.59102830.00062991	user_options->segment_size	33554432
TOP.59102830.00062991	user_options->show	0
TOP.59102830.00062991	user_options->status	0
TOP.59102830.00062991	user_options->status_timer	10
TOP.59102830.00062991	user_options->stdout_flag	0
TOP.59102830.00062991	user_options->speed_only	0
TOP.59102830.00062991	user_options->progress_only	0
TOP.59102830.00062991	user_options->usage	0
TOP.59102830.00062991	user_options->username	0
TOP.59102830.00062991	user_options->veracrypt_pim	0
